open_time_ms,open,high,low,close,base_volume,close_time_ms,quote_volume,trade_count,taker_buy_base_volume,taker_buy_quote_volume
1609538400000,728.23,731.97,725.65,728.9,14614.20353,1609541999999,10652530.273984,12435,7047.86828,5137177.0008043
1609542000000,728.97,730.58,727.65,728.91,14058.19051,1609545599999,10249389.4576508,8856,6834.2017,4983003.6892018
1609545600000,728.91,730.66,716.26,719.9,46190.17553,1609549199999,33359504.1451891,28029,23679.8435,17108836.0168826
1609549200000,719.9,731.75,714.91,729.38,37985.46001,1609552799999,27507408.3916367,24320,20260.90589,14682081.3104943
1609552800000,729.39,734.4,729.05,729.44,21870.2522,1609556399999,16001652.5005198,13551,11126.51792,8141055.4148816
1609556400000,729.45,731.96,728.4,730.39,13138.56186,1609559999999,9595201.6296546,9265,6392.76908,4668395.1619394
1609560000000,730.39,730.67,726.26,729.45,13117.64933,1609563599999,9555414.0479076,9531,6253.16844,4554983.636992
1609563600000,729.45,733.4,729.22,731.99,19342.91315,1609567199999,14151384.0382694,11683,9900.66983,7243827.1559902
1609567200000,731.99,740.49,730.53,737.04,41590.31856,1609570799999,30589103.9985002,21769,22929.76902,16871240.8236209
1609570800000,737.08,738.66,733.07,735.12,23887.39609,1609574399999,17572714.3654719,14900,11790.79438,8674254.9979503
1609574400000,735.12,738.35,728.21,733.84,32631.45363,1609577999999,23913429.6546692,19242,16321.75539,11961031.2691887
1609578000000,733.84,734.64,723.06,725.41,38970.42653,1609581599999,28452759.3525072,21868,17695.8805,12919218.6355727
1609581600000,725.24,733.93,723.01,728.47,34642.76548,1609585199999,25241215.6432782,28773,18781.42495,13680298.1511378
1609585200000,728.55,731.1,727.17,729.7,14020.08545,1609588799999,10224568.2344914,14219,6844.81027,4992334.6282263
1609588800000,729.7,757.0,728.25,752.38,134011.4756,1609592399999,99797231.548666,76200,76083.23261,56665977.5346926
1609592400000,752.39,772.8,749.11,770.77,154115.10137,1609595999999,117632404.8519244,81315,82140.77041,62696272.904399
1609596000000,770.77,771.28,753.0,760.94,88376.02018,1609599599999,67209726.9032913,61696,42650.00418,32438079.1706666
